Registry name,Weight,Hunger,Saturation,Display name,Ore Dict keys,Mod name,Item ID
harvestcraft:gourmetbeefburgeritem,23.0,19,1.2,Gourmet Beef Burger,['ore:foodGourmetbeefburger'],Pam's HarvestCraft,9973
harvestcraft:gourmetbeefpattyitem,6.0,6,1.2,Gourmet Beef Patty,['ore:foodGourmetbeefpatty'],Pam's HarvestCraft,9768
harvestcraft:gourmetmuttonburgeritem,23.0,16,1.2,Gourmet Mutton Burger,['ore:foodGourmetmuttonburger'],Pam's HarvestCraft,9961
harvestcraft:gourmetmuttonpattyitem,6.0,6,1.2,Gourmet Mutton Patty,['ore:foodGourmetmuttonpatty'],Pam's HarvestCraft,9769
harvestcraft:gourmetporkburgeritem,23.0,14,1.2,Gourmet Pork Burger,['ore:foodGourmetporkburger'],Pam's HarvestCraft,9955
harvestcraft:gourmetporkpattyitem,6.0,6,1.2,Gourmet Pork Patty,['ore:foodGourmetporkpatty'],Pam's HarvestCraft,9770
harvestcraft:gourmetvenisonburgeritem,28.0,20,1.2,Gourmet Venison Burger,['ore:foodGourmetvenisonburger'],Pam's HarvestCraft,9978
harvestcraft:gourmetvenisonpattyitem,6.0,6,1.2,Gourmet Venison Patty,['ore:foodGourmetvenisonpatty'],Pam's HarvestCraft,9771
harvestcraft:grapefruititem,1.0,1,0.6,Grapefruit,"['ore:cropGrapefruit', 'ore:listAllcitrus', 'ore:listAllfruit']",Pam's HarvestCraft,8934
harvestcraft:grapefruitjellyitem,3.0,2,1.2,Grapefruit Jelly,['ore:foodGrapefruitjelly'],Pam's HarvestCraft,9466
harvestcraft:grapefruitjellysandwichitem,8.0,6,1.2,Grapefruit Jelly Sandwich,['ore:foodGrapefruitjellysandwich'],Pam's HarvestCraft,9467
harvestcraft:grapefruitjuiceitem,2.0,2,1.2,Grapefruit Juice,"['ore:foodGrapefruitjuice', 'ore:listAlljuice']",Pam's HarvestCraft,9134
harvestcraft:grapefruitsmoothieitem,3.0,3,1.2,Grapefruit Smoothie,"['ore:foodGrapefruitjellysmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9468
harvestcraft:grapefruitsodaitem,5.0,4,1.2,Grapefruit Soda,"['ore:foodGrapefruitsoda', 'ore:listAllsoda']",Pam's HarvestCraft,9470
harvestcraft:grapefruityogurtitem,3.0,2,1.2,Grapefruit Yogurt,"['ore:foodGrapefruityogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9469
harvestcraft:grapeitem,1.0,1,0.6,Grape,"['ore:cropGrape', 'ore:listAllfruit']",Pam's HarvestCraft,8831
harvestcraft:grapejellyitem,3.0,2,1.2,Grape Jelly,['ore:foodGrapejelly'],Pam's HarvestCraft,9207
harvestcraft:grapejuiceitem,2.0,2,1.2,Grape Juice,"['ore:foodGrapejuice', 'ore:listAlljuice']",Pam's HarvestCraft,9115
harvestcraft:grapesaladitem,3.0,3,1.2,Grape Salad,['ore:foodGrapesalad'],Pam's HarvestCraft,9208
harvestcraft:grapesmoothieitem,3.0,3,1.2,Grape Smoothie,"['ore:foodGrapesmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9598
harvestcraft:grapesodaitem,5.0,4,1.2,Grape Soda,"['ore:foodGrapesoda', 'ore:listAllsoda']",Pam's HarvestCraft,9428
harvestcraft:grapeyogurtitem,3.0,2,1.2,Grape Yogurt,"['ore:foodGrapeyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9352
harvestcraft:gravlaxitem,4.0,4,1.2,Gravlax,['ore:foodGravlax'],Pam's HarvestCraft,9849
harvestcraft:gravyitem,3.0,3,1.2,Gravy,['ore:foodGravy'],Pam's HarvestCraft,9614
harvestcraft:greenbeancasseroleitem,7.0,6,1.2,Green Bean Casserole,['ore:foodGreenbeancasserole'],Pam's HarvestCraft,9737
harvestcraft:greeneggsandhamitem,5.0,5,1.2,Green Eggs and Ham,['ore:foodGreeneggsandham'],Pam's HarvestCraft,9664
harvestcraft:greengrapeitem,1.0,1,0.6,Green Grape,"['ore:cropGrape', 'ore:cropGreengrape', 'ore:listAllfruit']",Pam's HarvestCraft,8865
harvestcraft:greenheartfishitem,1.0,1,0.6,Green Heart Fish,"['ore:fish', 'ore:foodGreenheartfish', 'ore:listAllfishfresh', 'ore:listAllfishraw']",Pam's HarvestCraft,10026
harvestcraft:greenteaitem,3.0,2,1.2,Green Tea,['ore:foodGreentea'],Pam's HarvestCraft,9756
harvestcraft:grilledasparagusitem,2.0,2,1.2,Grilled Asparagus,['ore:foodGrilledasparagus'],Pam's HarvestCraft,9086
harvestcraft:grilledcheeseitem,6.0,8,1.2,Grilled Cheese,['ore:foodGrilledcheese'],Pam's HarvestCraft,9092
harvestcraft:grilledcheesevegemitetoastitem,14.0,9,1.2,Grilled Cheese Vegemite Toast,['ore:foodGrilledcheesevegemitetoast'],Pam's HarvestCraft,9696
harvestcraft:grilledeggplantitem,2.0,2,1.2,Grilled Eggplant,['ore:foodGrilledeggplant'],Pam's HarvestCraft,9088
harvestcraft:grilledmushroomitem,2.0,2,1.2,Grilled Mushroom,['ore:foodGrilledmushroom'],Pam's HarvestCraft,9146
harvestcraft:grilledskewersitem,5.0,4,1.2,Grilled Skewer,['ore:foodGrilledskewers'],Pam's HarvestCraft,9227
harvestcraft:gritsitem,7.0,4,1.2,Grits,['ore:foodGrits'],Pam's HarvestCraft,9672
harvestcraft:groiledcheesesandwichitem,11.0,10,1.2,Groiled Cheese Sandwich,['ore:foodGroiledcheesesandwich'],Pam's HarvestCraft,9918
harvestcraft:grouperrawitem,1.0,1,0.6,Raw Grouper,"['ore:fish', 'ore:foodGrouperraw', 'ore:listAllfishfresh', 'ore:listAllfishraw']",Pam's HarvestCraft,10011
harvestcraft:guacamoleitem,6.0,5,1.2,Guacamole,['ore:foodGuacamole'],Pam's HarvestCraft,9301
harvestcraft:guavaitem,1.0,1,0.6,Guava,['ore:listAllfruit'],Pam's HarvestCraft,9009
harvestcraft:guisoitem,8.0,9,1.2,Guiso,['ore:foodGuiso'],Pam's HarvestCraft,9772
harvestcraft:gumboitem,14.0,13,1.2,Gumbo,['ore:foodGumbo'],Pam's HarvestCraft,9950
harvestcraft:gummybearsitem,3.0,3,1.2,Gummy Bears,['ore:foodGummybears'],Pam's HarvestCraft,9379
harvestcraft:gyudonitem,6.0,6,1.2,Gyudon,['ore:foodGyudon'],Pam's HarvestCraft,9834
harvestcraft:haggisitem,8.0,6,1.2,Haggis,['ore:foodHaggis'],Pam's HarvestCraft,9718
harvestcraft:hamandcheesesandwichitem,5.0,7,1.2,Ham and Cheese Sandwich,['ore:foodHamandcheesesandwich'],Pam's HarvestCraft,9670
harvestcraft:hamandpineapplepizzaitem,7.0,9,1.2,Ham and Pineapple Pizza,['ore:foodHamandpineapplepizza'],Pam's HarvestCraft,9738
harvestcraft:hamburgeritem,5.0,6,1.2,Hamburger,['ore:foodHamburger'],Pam's HarvestCraft,9154
harvestcraft:hamsweetpicklesandwichitem,9.0,12,1.2,Sweet Pickle and Ham Sandwich,['ore:foodHamsweetpicklesandwich'],Pam's HarvestCraft,9936
harvestcraft:hashitem,7.0,5,1.2,Hash,['ore:foodHash'],Pam's HarvestCraft,9188
harvestcraft:hazelnutitem,1.0,1,0.6,Hazelnut,['ore:'],Pam's HarvestCraft,8964
harvestcraft:heartybreakfastitem,14.0,15,1.2,Hearty Breakfast,['ore:foodHeartyBreakfast'],Pam's HarvestCraft,9958
harvestcraft:herbbutterparsnipsitem,4.0,4,1.2,Herb Butter Parsnips,['ore:foodHerbbutterparsnips'],Pam's HarvestCraft,9447
harvestcraft:herringrawitem,1.0,1,0.6,Raw Herring,"['ore:fish', 'ore:foodHerringraw', 'ore:listAllfishfresh', 'ore:listAllfishraw']",Pam's HarvestCraft,10012
harvestcraft:homestylelunchitem,10.0,11,1.2,Homestyle Lunch,['ore:foodHomestylelunch'],Pam's HarvestCraft,9932
harvestcraft:honeybreaditem,3.0,5,1.2,Honey Bread,['ore:foodHoneybread'],Pam's HarvestCraft,9635
harvestcraft:honeybunitem,5.0,9,1.2,Honeybun,['ore:foodHoneybun'],Pam's HarvestCraft,9636
harvestcraft:honeycombchocolatebaritem,3.0,3,1.2,Honeycomb Chocolate Bar,['ore:foodHoneycombchocolatebar'],Pam's HarvestCraft,9502
harvestcraft:honeyglazedcarrotsitem,5.0,6,1.2,Honey Glazed Carrots,['ore:foodHoneyglazedcarrots'],Pam's HarvestCraft,9637
harvestcraft:honeyglazedhamitem,5.0,5,1.2,Honey Glazed Ham,['ore:foodHoneyglazedham'],Pam's HarvestCraft,9638
harvestcraft:honeyitem,1.0,2,0.6,Honey,"['ore:dropHoney', 'ore:foodHoneydrop', 'ore:listAllsugar']",Pam's HarvestCraft,9985
harvestcraft:honeylemonlambitem,5.0,6,1.2,Honey Lemon Lamb,['ore:foodHoneylemonlamb'],Pam's HarvestCraft,9442
harvestcraft:honeysandwichitem,6.0,6,1.2,Honey Sandwich,['ore:foodHoneysandwich'],Pam's HarvestCraft,9605
harvestcraft:honeysoyribsitem,7.0,9,1.2,Honey Soy Ribs,['ore:foodHoneysoyribs'],Pam's HarvestCraft,9639
harvestcraft:hotandsoursoupitem,9.0,10,1.2,Hot and Sour Soup,['ore:foodHotandsoursoup'],Pam's HarvestCraft,9906
harvestcraft:hotchocolateitem,3.0,2,1.2,Hot Chocolate,['ore:foodHotchocolate'],Pam's HarvestCraft,9171
harvestcraft:hotcocoaitem,9.0,5,1.2,Hot Cocoa,['ore:foodHotcocoa'],Pam's HarvestCraft,9856
harvestcraft:hotdishcasseroleitem,10.0,9,1.2,Hot Dish Casserole,['ore:foodHotdishcasserole'],Pam's HarvestCraft,9745
harvestcraft:hotdogitem,4.0,5,1.2,Hotdog,['ore:foodHotdog'],Pam's HarvestCraft,9152
harvestcraft:hotwingsitem,4.0,3,1.2,Hot Wings,['ore:foodHotwings'],Pam's HarvestCraft,9229
harvestcraft:huckleberryitem,1.0,1,0.6,Huckleberry,"['ore:cropHuckleberry', 'ore:listAllberry', 'ore:listAllfruit']",Pam's HarvestCraft,8867
harvestcraft:hummusitem,6.0,5,1.2,Hummus,['ore:foodHummus'],Pam's HarvestCraft,9650
harvestcraft:hushpuppiesitem,5.0,5,1.2,Hushpuppies,['ore:foodHushpuppies'],Pam's HarvestCraft,9575
harvestcraft:icecreamitem,4.0,3,1.2,Ice Cream,"['ore:foodIcecream', 'ore:listAllicecream']",Pam's HarvestCraft,9091
harvestcraft:imagawayakiitem,4.0,5,1.2,Imagawayaki,['ore:foodImagawayaki'],Pam's HarvestCraft,9836
harvestcraft:imitationcrabsticksitem,6.0,6,1.2,Imitation Crab Sticks,['ore:foodImitationcrabsticks'],Pam's HarvestCraft,9846
harvestcraft:ironbrewitem,6.0,9,1.2,Iron Brew,['ore:foodIronbrew'],Pam's HarvestCraft,9651
harvestcraft:jackfruititem,1.0,1,0.6,Jackfruit,"['ore:listAllveggie', 'ore:cropJackfruit']",Pam's HarvestCraft,8915
harvestcraft:jaffaitem,6.0,6,1.2,Jaffa,['ore:foodJaffa'],Pam's HarvestCraft,9345
harvestcraft:jambalayaitem,13.0,13,1.2,Jambalaya,['ore:foodJambalaya'],Pam's HarvestCraft,9951
harvestcraft:jamrollitem,6.0,4,1.2,Jam Roll,['ore:foodJamroll'],Pam's HarvestCraft,9609
harvestcraft:jelliedeelitem,8.0,5,1.2,Jellied Eel,['ore:foodJelliedeel'],Pam's HarvestCraft,9773
harvestcraft:jellybeansitem,3.0,3,1.2,Jellybeans,['ore:foodJellybeans'],Pam's HarvestCraft,9342
harvestcraft:jellydonutitem,4.0,6,1.2,Jelly Donut,['ore:foodJellydonut'],Pam's HarvestCraft,9336
harvestcraft:jellyfishrawitem,1.0,1,0.6,Raw Jellyfish,['ore:foodJellyfishraw'],Pam's HarvestCraft,10013
harvestcraft:jicamaitem,1.0,1,0.6,Jicama,"['ore:cropJicama', 'ore:listAllveggie']",Pam's HarvestCraft,8869
harvestcraft:juniperberryitem,1.0,1,0.6,Juniperberry,"['ore:cropJuniperberry', 'ore:listAllberry', 'ore:listAllfruit']",Pam's HarvestCraft,8891
harvestcraft:juteitem,1.0,1,0.6,Jute,"['ore:cropJute', 'ore:listAllfiber']",Pam's HarvestCraft,8871
harvestcraft:kalechipsitem,2.0,2,1.2,Kale Chips,['ore:foodKalechips'],Pam's HarvestCraft,9774
harvestcraft:kaleitem,1.0,1,0.6,Kale,"['ore:cropKale', 'ore:listAllgreenveggie']",Pam's HarvestCraft,8849
harvestcraft:kenafitem,1.0,1,0.6,Kenaf,"['ore:cropKenaf', 'ore:listAllfiber']",Pam's HarvestCraft,8873
harvestcraft:keylimepieitem,5.0,6,1.2,Keylime Pie,['ore:foodKeylimepie'],Pam's HarvestCraft,9322
harvestcraft:kimchiitem,9.0,5,1.2,Kimchi,['ore:foodKimchi'],Pam's HarvestCraft,9576
harvestcraft:kiwiitem,1.0,1,0.6,Kiwi,"['ore:cropKiwi', 'ore:listAllfruit']",Pam's HarvestCraft,8833
harvestcraft:kiwijellyitem,3.0,2,1.2,Kiwi Jelly,['ore:foodKiwijelly'],Pam's HarvestCraft,9400
harvestcraft:kiwijellysandwichitem,8.0,6,1.2,Kiwi Jelly Sandwich,['ore:foodKiwijellysandwich'],Pam's HarvestCraft,9401
harvestcraft:kiwijuiceitem,2.0,2,1.2,Kiwi Juice,"['ore:foodKiwijuice', 'ore:listAlljuice']",Pam's HarvestCraft,9127
harvestcraft:kiwismoothieitem,3.0,3,1.2,Kiwi Smoothie,"['ore:foodKiwismoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9364
harvestcraft:kiwiyogurtitem,3.0,2,1.2,Kiwi Yogurt,"['ore:foodKiwiyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9365
harvestcraft:kohlrabiitem,1.0,1,0.6,Kohlrabi,"['ore:cropKohlrabi', 'ore:listAllveggie']",Pam's HarvestCraft,8875
harvestcraft:kohlundpinkelitem,17.0,14,1.2,Kohl und Pinkel,['ore:foodKohlundpinkel'],Pam's HarvestCraft,9946
harvestcraft:koreandinneritem,26.0,24,1.2,Korean Dinner,['ore:foodKoreandinner'],Pam's HarvestCraft,9977
harvestcraft:kungpaochickenitem,9.0,6,1.2,Kung Pao Chicken,['ore:foodKungpaochicken'],Pam's HarvestCraft,9624
harvestcraft:lambbarleysoupitem,7.0,7,1.2,Lamb Barley Soup,['ore:foodLambbarleysoup'],Pam's HarvestCraft,9441
harvestcraft:lambkebabitem,6.0,5,1.2,Lamb Kebab,['ore:foodLambkebab'],Pam's HarvestCraft,9511
harvestcraft:lambwithmintsauceitem,5.0,6,1.2,Lamb with Mint Sauce,['ore:foodLambwithmintsauce'],Pam's HarvestCraft,9554
harvestcraft:lasagnaitem,6.0,6,1.2,Lasagna,['ore:foodLasagna'],Pam's HarvestCraft,9652
harvestcraft:lavendershortbreaditem,3.0,4,1.2,Lavender Shortbread,['ore:foodLavendershortbread'],Pam's HarvestCraft,9493
harvestcraft:leafychickensandwichitem,5.0,7,1.2,Leafy Chicken Sandwich,['ore:foodLeafychickensandwich'],Pam's HarvestCraft,9185
harvestcraft:leafyfishsandwichitem,5.0,7,1.2,Leafy Fish Sandwich,['ore:foodLeafyfishsandwich'],Pam's HarvestCraft,9186
harvestcraft:leekbaconsoupitem,7.0,5,1.2,Leek Bacon Soup,['ore:foodLeekbaconsoup'],Pam's HarvestCraft,9446
harvestcraft:leekitem,1.0,1,0.6,Leek,"['ore:cropLeek', 'ore:foodVegetable', 'ore:listAllveggie']",Pam's HarvestCraft,8795
harvestcraft:lemonaideitem,3.0,3,1.2,Lemonade,['ore:foodLemonaide'],Pam's HarvestCraft,9233
harvestcraft:lemonbaritem,4.0,5,1.2,Lemon Bar,['ore:foodLemonbar'],Pam's HarvestCraft,9234
harvestcraft:lemonchickenitem,4.0,5,1.2,Lemon Chicken,['ore:foodLemonchicken'],Pam's HarvestCraft,9239
harvestcraft:lemoncupcakeitem,6.0,8,1.2,Lemon Cupcake,['ore:foodLemoncupcake'],Pam's HarvestCraft,9794
harvestcraft:lemondrizzlecakeitem,5.0,7,1.2,Lemon Drizzle Cake,['ore:foodLemondrizzlecake'],Pam's HarvestCraft,9653
harvestcraft:lemonitem,1.0,1,0.6,Lemon,"['ore:cropLemon', 'ore:listAllcitrus', 'ore:listAllfruit']",Pam's HarvestCraft,8923
harvestcraft:lemonjellyitem,3.0,2,1.2,Lemon Jelly,['ore:foodLemonjelly'],Pam's HarvestCraft,9402
harvestcraft:lemonjellysandwichitem,8.0,6,1.2,Lemon Jelly Sandwich,['ore:foodLemonjellysandwich'],Pam's HarvestCraft,9403
harvestcraft:lemonlimesodaitem,6.0,5,1.2,Lemon-Lime Soda,"['ore:foodLemonlimesoda', 'ore:listAllsoda']",Pam's HarvestCraft,9429
harvestcraft:lemonmeringueitem,5.0,6,1.2,Lemon Meringue,['ore:foodLemonmeringue'],Pam's HarvestCraft,9237
harvestcraft:lemonsmoothieitem,3.0,3,1.2,Lemon Smoothie,"['ore:foodLemonsmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9236
harvestcraft:lemonyogurtitem,3.0,2,1.2,Lemon Yogurt,"['ore:foodLemonyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9349
harvestcraft:lentilitem,1.0,1,0.6,Lentils,"['ore:cropLentil', 'ore:listAllveggie']",Pam's HarvestCraft,8877
harvestcraft:lettuceitem,1.0,1,0.6,Lettuce,"['ore:cropLettuce', 'ore:listAllgreenveggie', 'ore:listAllveggie']",Pam's HarvestCraft,8797
harvestcraft:limeitem,1.0,1,0.6,Lime,"['ore:cropLime', 'ore:listAllcitrus', 'ore:listAllfruit']",Pam's HarvestCraft,8967
harvestcraft:limejellyitem,3.0,2,1.2,Lime Jelly,['ore:foodLimejelly'],Pam's HarvestCraft,9404
harvestcraft:limejellysandwichitem,8.0,6,1.2,Lime Jelly Sandwich,['ore:foodLimejellysandwich'],Pam's HarvestCraft,9405
harvestcraft:limejuiceitem,2.0,2,1.2,Lime Juice,"['ore:foodLimejuice', 'ore:listAlljuice']",Pam's HarvestCraft,9122
harvestcraft:limesmoothieitem,3.0,3,1.2,Lime Smoothie,"['ore:foodLimesmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9323
harvestcraft:limeyogurtitem,3.0,2,1.2,Lime Yogurt,"['ore:foodLimeyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9324
harvestcraft:liverandonionsitem,4.0,4,1.2,Liver and Onions,['ore:foodLiverandonions'],Pam's HarvestCraft,9683
harvestcraft:loadedbakedpotatoitem,8.0,8,1.2,Loaded Baked Potato,['ore:foodLoadedbakedpotato'],Pam's HarvestCraft,9141
harvestcraft:lycheeitem,1.0,1,0.6,Lychee,"['ore:listAllfruit', 'ore:cropLychee']",Pam's HarvestCraft,9003
harvestcraft:lycheeteaitem,6.0,3,1.2,Lychee Tea,['ore:foodLycheetea'],Pam's HarvestCraft,9823
harvestcraft:mangochutneyitem,5.0,4,1.2,Mango Chutney,['ore:foodMangochutney'],Pam's HarvestCraft,9615
harvestcraft:mangoitem,1.0,1,0.6,Mango,"['ore:cropMango', 'ore:listAllfruit']",Pam's HarvestCraft,8991
harvestcraft:mangojellyitem,3.0,2,1.2,Mango Jelly,['ore:foodMangojelly'],Pam's HarvestCraft,9406
harvestcraft:mangojellysandwichitem,8.0,6,1.2,Mango Jelly Sandwich,['ore:foodMangojellysandwich'],Pam's HarvestCraft,9407
harvestcraft:mangojuiceitem,2.0,2,1.2,Mango Juice,"['ore:foodMangojuice', 'ore:listAlljuice']",Pam's HarvestCraft,9123
harvestcraft:mangosmoothieitem,3.0,3,1.2,Mango Smoothie,"['ore:foodMangosmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9325
harvestcraft:mangoyogurtitem,3.0,2,1.2,Mango Yogurt,"['ore:foodMangoyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9326
harvestcraft:manjuuitem,4.0,3,1.2,Manj?,['ore:foodManjuu'],Pam's HarvestCraft,9496
harvestcraft:maplecandiedbaconitem,4.0,3,1.2,Maple Candied Bacon,['ore:foodMaplecandiedbacon'],Pam's HarvestCraft,9487
harvestcraft:mapleoatmealitem,3.0,2,1.2,Maple Oatmeal,['ore:foodMapleoatmeal'],Pam's HarvestCraft,9484
harvestcraft:maplesausageitem,3.0,4,1.2,Maple Sausage,['ore:foodMaplesausage'],Pam's HarvestCraft,9483
harvestcraft:maplesyrupitem,1.0,1,0.6,Sweet Syrup,['ore:cropMaplesyrup'],Pam's HarvestCraft,9027
harvestcraft:maplesyruppancakesitem,4.0,7,1.2,Maple Syrup Pancakes,['ore:foodMaplesyruppancakes'],Pam's HarvestCraft,9481
harvestcraft:maplesyrupwafflesitem,5.0,7,1.2,Maple Syrup Waffles,['ore:foodMaplesyrupwaffles'],Pam's HarvestCraft,9482
harvestcraft:marinatedcucumbersitem,5.0,5,1.2,Marinated Cucumbers,['ore:foodMarinatedcucumbers'],Pam's HarvestCraft,9214
harvestcraft:marshmellowchicksitem,9.0,6,1.2,Marshmellow Chicks,['ore:foodMarshmellowchicks'],Pam's HarvestCraft,9859
harvestcraft:marshmellowsitem,6.0,4,1.2,Marshmallows,['ore:foodMarshmellows'],Pam's HarvestCraft,9332
harvestcraft:marzipanitem,3.0,3,1.2,Marzipan,['ore:foodMarzipan'],Pam's HarvestCraft,9616
harvestcraft:mashedpotatoeschickenbiscuititem,14.0,12,1.2,Mashed Potatoes and Chicken Biscuit,['ore:foodMashedpotatoeschickenbiscuit'],Pam's HarvestCraft,9941
harvestcraft:mashedpotatoesitem,7.0,5,1.2,Mashed Potatoes,['ore:foodMashedpotatoes'],Pam's HarvestCraft,9142
harvestcraft:mashedsweetpotatoesitem,3.0,3,1.2,Mashed Sweet Potatoes,['ore:foodMashedsweetpotatoes'],Pam's HarvestCraft,9264
harvestcraft:mcpamitem,14.0,16,1.2,McPam,['ore:foodMcpam'],Pam's HarvestCraft,9959
harvestcraft:meatfeastpizzaitem,26.0,24,1.2,Meat Feast Pizza,['ore:foodMeatfeastpizza'],Pam's HarvestCraft,9975
harvestcraft:meatloafitem,6.0,8,1.2,Meatloaf,['ore:foodMeatloaf'],Pam's HarvestCraft,9654
harvestcraft:meatloafsandwichitem,9.0,12,1.2,Meatloaf Sandwich,['ore:foodMeatloafsandwich'],Pam's HarvestCraft,9940
harvestcraft:meatpieitem,8.0,10,1.2,Meat Pie,['ore:foodMeatpie'],Pam's HarvestCraft,9902
harvestcraft:meatystewitem,5.0,5,1.2,Meaty Stew,['ore:foodMeatystew'],Pam's HarvestCraft,9381
harvestcraft:meatystirfryitem,6.0,6,1.2,Meaty Stirfry,['ore:foodMeatystirfry'],Pam's HarvestCraft,9729
harvestcraft:meesuaitem,16.0,8,1.2,Mee Sua,['ore:foodMeesua'],Pam's HarvestCraft,9757
harvestcraft:melonjuiceitem,2.0,2,1.2,Melon Juice,"['ore:foodMelonjuice', 'ore:listAlljuice']",Pam's HarvestCraft,9112
harvestcraft:melonsmoothieitem,3.0,3,1.2,Melon Smoothie,"['ore:foodMelonsmoothie', 'ore:listAllsmoothie']",Pam's HarvestCraft,9137
harvestcraft:melonyogurtitem,3.0,2,1.2,Melon Yogurt,"['ore:foodMelonyogurt', 'ore:listAllyogurt']",Pam's HarvestCraft,9363
harvestcraft:meringuebombeitem,9.0,9,1.2,Meringue Bombe,['ore:foodMeringuebombe'],Pam's HarvestCraft,9815
harvestcraft:meringuebrownieitem,6.0,5,1.2,Meringue Brownie,['ore:foodMeringuebrownie'],Pam's HarvestCraft,9816
harvestcraft:meringuecookieitem,6.0,6,1.2,Meringue Cookie,['ore:foodMeringuecookie'],Pam's HarvestCraft,9817
harvestcraft:meringuerouladeitem,7.0,5,1.2,Meringue Roulade,['ore:foodMeringueroulade'],Pam's HarvestCraft,9818
harvestcraft:merveilleuxitem,4.0,3,1.2,Merveilleux,['ore:foodMerveilleux'],Pam's HarvestCraft,9819
harvestcraft:mettbrotchenitem,7.0,8,1.2,Mettbrötchen,['ore:foodMettbrotchen'],Pam's HarvestCraft,9747
harvestcraft:milletitem,1.0,1,0.6,Millet,"['ore:cropMillet', 'ore:listAllgrain']",Pam's HarvestCraft,8879
harvestcraft:mincepieitem,7.0,9,1.2,Mince Pie,['ore:foodMincepie'],Pam's HarvestCraft,9534
harvestcraft:minerstewitem,9.0,25,1.2,Miner's Stew,['ore:foodMinerstew'],Pam's HarvestCraft,9979
harvestcraft:mintchocolatechipicecreamitem,7.0,5,1.2,Mint Chocolate Chip Ice Cream,['ore:foodMintchocolatechipicecream'],Pam's HarvestCraft,9434
harvestcraft:mintcupcakeitem,6.0,8,1.2,Mint Cupcake,['ore:foodMintcupcake'],Pam's HarvestCraft,9796
harvestcraft:misopasteitem,5.0,1,1.2,Miso Paste,['ore:foodMisopaste'],Pam's HarvestCraft,9847
harvestcraft:misosoupitem,6.0,3,1.2,Miso Soup,['ore:foodMisosoup'],Pam's HarvestCraft,9694
harvestcraft:mixedsaladitem,3.0,6,1.2,Mixed Salad,['ore:foodMixedsalad'],Pam's HarvestCraft,9382
harvestcraft:mobsoupitem,9.0,11,1.2,Mob Soup,['ore:foodMobsoup'],Pam's HarvestCraft,9934
harvestcraft:mochaicecreamitem,7.0,5,1.2,Mocha Ice Cream,['ore:foodMochaicecream'],Pam's HarvestCraft,9254
harvestcraft:mochicakeitem,7.0,7,1.2,Mochi Cake,['ore:foodMochicake'],Pam's HarvestCraft,9837
harvestcraft:mochidessertitem,11.0,6,1.2,Mochi Dessert,['ore:foodMochidessert'],Pam's HarvestCraft,9838
harvestcraft:mochiitem,6.0,3,1.2,Mochi,['ore:foodMochi'],Pam's HarvestCraft,9577
harvestcraft:monsterfrieddumplingsitem,5.0,6,1.2,Monster Fried Dumplings,['ore:foodMonsterfrieddumplings'],Pam's HarvestCraft,9697
harvestcraft:montecristosandwichitem,10.0,11,1.2,Monte Cristo Sandwich,['ore:foodMontecristosandwich'],Pam's HarvestCraft,9933
harvestcraft:mozzerellasticksitem,4.0,6,1.2,Mozzerella Sticks,['ore:foodMozzerellasticks'],Pam's HarvestCraft,9686
harvestcraft:mudfishrawitem,1.0,1,0.6,Raw Mudfish,"['ore:fish', 'ore:foodMudfishraw', 'ore:listAllfishfresh', 'ore:listAllfishraw']",Pam's HarvestCraft,10014
harvestcraft:mulberryitem,1.0,1,0.6,Mulberry,"['ore:cropMulberry', 'ore:listAllberry', 'ore:listAllfruit']",Pam's HarvestCraft,8881
harvestcraft:museliitem,7.0,6,1.2,Muesli,['ore:foodMuseli'],Pam's HarvestCraft,9578
harvestcraft:mushroomketchupitem,7.0,1,1.2,Mushroom Ketchup,['ore:foodMushroomketchup'],Pam's HarvestCraft,9822
harvestcraft:mushroomketchupomeletitem,9.0,3,1.2,Mushroom Ketchup Omelet,['ore:foodMushroomketchupomelet'],Pam's HarvestCraft,9821
harvestcraft:mushroomlasagnaitem,7.0,7,1.2,Mushroom Lasagna,['ore:foodMushroomlasagna'],Pam's HarvestCraft,9655
harvestcraft:mushroomrisottoitem,5.0,5,1.2,Mushroom Risotto,['ore:foodMushroomrisotto'],Pam's HarvestCraft,9217
harvestcraft:mushroomsteakitem,5.0,6,1.2,Mushroom Steak,['ore:foodMushroomsteak'],Pam's HarvestCraft,9744
harvestcraft:musselcookeditem,2.0,2,1.2,Cooked Mussel,['ore:foodMusselcooked'],Pam's HarvestCraft,9656
harvestcraft:musselrawitem,1.0,1,0.6,Raw Mussel,['ore:foodMusselraw'],Pam's HarvestCraft,10028
harvestcraft:mustardseedsitem,1.0,1,0.6,Mustard Seeds,"['ore:cropMustard', 'ore:listAllspice']",Pam's HarvestCraft,8789
